Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
6224-1,2016-12-24,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Low,Bagred Nubber Bands,Office Supplies,Wrap Bag,Express Air,2016-12-26,0.24,1.26,1.02,43,127,1%,0.00,127.82,0.70,129
6224-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-01-01,1.94,3.08,1.14,46,55,4%,3.41,59.56,0.99,61
6224-1,2015-11-15,Alan Hwang,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2015-11-24,1.18,1.88,0.70,1,249,0%,7.48,243.32,1.49,240
6225-1,2015-11-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-11-11,1.94,3.08,1.14,22,220,7%,11.25,106.21,0.99,118
6225-1,2016-07-26,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Pizazz Dustless Chalk Sticks,Office Supplies,Small Box,Express Air,2016-07-26,1.09,1.68,0.59,34,65,7%,5.44,59.56,1.00,60
6225-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-09-30,12.39,19.98,7.59,3,930,0%,29.14,925.20,5.77,945
6225-1,2014-01-24,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,Medium,300 Series Non-Flip,Office Supplies,Small Pack,Regular Air,2014-01-26,62.40,155.99,93.59,27,1560,3%,62.39,1497.88,8.08,4542
6225-1,2016-03-15,Lisa Gouktamey,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Small Business,Yvette Biti,High,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2016-03-17,12.39,19.98,7.59,22,945,4%,0.00,999.01,5.77,946
6225-1,2016-02-09,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2016-02-12,1.84,2.88,1.04,9,69,9%,5.44,63.86,0.99,63
6225-1,2015-06-11,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2015-06-13,2.39,4.26,1.87,38,189,0%,1.85,188.77,1.20,187
6226-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-04-24,0.24,1.26,1.02,39,14,3%,0.00,13.36,0.70,13
6226-1,2016-03-29,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Low,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-03-30,0.93,1.60,0.67,40,64,4%,0.64,63.36,1.29,65
6226-1,2016-12-19,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Express Air,2016-12-21,1.18,1.88,0.70,39,69,5%,4.42,64.56,1.49,65
6226-1,2016-08-05,Beth Thompson,"63 York St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Apex Preferred Stainless Steel Scissors,Technology,Jumbo Drum,Delivery Truck,2016-08-06,2.50,5.68,3.18,16,278,9%,2.08,264.94,3.60,263
6226-1,2017-02-05,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2017-02-07,0.93,1.60,0.67,34,63,0%,0.64,63.36,1.29,65
6227-1,2016-03-25,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-03-25,2.31,3.78,1.47,2,106,9%,0.00,105.84,0.71,107
6227-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Binder Posts,Technology,Small Box,Regular Air,2015-09-30,3.50,5.74,2.24,43,149,8%,4.48,144.76,5.01,145
6227-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-09-02,12.39,19.98,7.59,16,939,7%,0.00,939.06,5.77,945
6227-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-09-02,12.39,19.98,7.59,44,939,7%,0.00,939.06,5.77,945
6227-1,2016-04-23,Cindy Chapman,"63-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-04-24,12.39,19.98,7.59,4,939,3%,0.00,939.06,5.77,945
6228-1,2016-02-16,Dionis Lloyd,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2016-02-17,0.93,1.48,0.55,22,44,5%,0.44,43.34,0.70,46
6228-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Consumer,Nicholas Fernandes,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-12-12,1.18,1.88,0.70,8,35,5%,2.47,32.87,1.49,34
6228-1,2016-03-17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-03-20,0.24,1.26,1.02,22,59,9%,4.15,55.07,0.70,56
6228-1,2016-10-18,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Express Air,2016-10-20,216.00,449.99,233.99,31,2877,7%,143.83,2752.75,24.49,2551
6228-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-10-20,1.60,2.62,1.02,50,122,10%,8.52,114.48,0.80,128
6229-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2016-05-11,20.18,35.41,15.23,31,62,1%,4.35,69.37,1.99,65
6229-1,2015-11-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Smiths Standard Envelopes,Office Supplies,Small Pack,Express Air,2015-11-10,3.52,5.68,2.16,39,136,4%,11.59,121.73,1.39,129
6229-1,2016-11-29,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-30,11.04,16.98,5.94,4,298,4%,23.83,264.95,12.39,249
6229-1,2015-02-02,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2015-02-03,3.84,6.30,2.46,10,150,10%,6.48,147.02,0.50,149
6229-1,2016-10-25,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-10-27,7.61,12.28,4.67,47,150,0%,2.61,140.67,6.35,142
6230-1,2016-12-04,Ben Peterman,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 487 Labels,Technology,Small Box,Regular Air,2016-12-05,2.29,3.69,1.40,13,365,3%,31.77,315.19,0.50,221
6231-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2016-03-22,4.19,10.23,6.04,50,198,9%,5.95,188.03,4.68,189
6231-1,2016-03-17,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2016-03-18,1.19,1.98,0.79,23,52,7%,1.04,50.80,4.77,56
6231-1,2016-04-21,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016-04-22,1.94,3.08,1.14,37,104,8%,6.32,104.04,0.99,105
6231-1,2016-07-07,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Technology,Large Box,Regular Air,2016-07-08,1.19,1.98,0.79,41,52,9%,1.04,50.80,4.77,56
6232-1,2016-11-27,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-27,2.50,5.68,3.18,38,205,3%,8.24,263.32,3.60,238
6232-1,2016-10-31,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Small Business,Samantha Chairs,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-03,2.50,5.68,3.18,31,276,3%,15.78,261.24,3.60,263
6232-1,2016-02-24,Scot Coram,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Express Air,2016-02-26,1.59,2.61,1.02,50,23,9%,0.24,22.65,0.50,24
6232-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Apex Preferred Stainless Steel Scissors,Furniture,Small Pack,Regular Air,2016-03-28,2.50,5.68,3.18,37,256,9%,2.58,253.04,3.60,257
6233-1,2014-10-01,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Straight Scissors,Technology,Medium Box,Express Air,2014-10-03,5.19,12.98,7.79,45,2753,3%,"2,233.96",2650.25,3.14,2548
6234-1,2015-09-10,Luke Weiss,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,Natasha Song,Medium,Wirebound Voice Message Log Book,Technology,Small Box,Express Air,2015-09-11,2.90,4.76,1.86,39,108,3%,6.45,104.01,0.88,105
6234-1,2015-08-11,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-08-12,2.50,5.68,3.18,1,131,2%,4.37,123.69,3.60,132
6234-1,2016-02-01,Patrick Gardner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Furniture,Large Box,Regular Air,2016-02-02,2.50,5.68,3.18,17,133,0%,11.69,122.73,3.60,126
6235-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2015-09-17,0.94,2.08,1.14,34,86,7%,0.96,74.46,2.56,76
6235-1,2016-07-05,Denise Monton,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Pack,Regular Air,2016-07-07,4.59,7.28,2.69,11,228,3%,5.16,213.29,11.15,221
6236-1,2015-06-08,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-06-09,278.99,449.99,171.00,49,24600,4%,"2,213.96",22875.62,49.00,22942
6236-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013-08-13,1.60,2.62,1.02,8,38,6%,2.73,37.45,0.80,38
6236-1,2016-02-29,Bill Donatelli,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Critical,Steady Pocket Accent Highlighters,Furniture,Small Pack,Regular Air,2016-02-29,0.93,1.60,0.67,10,29,1%,2.01,26.99,1.29,21
6237-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016-04-24,2.31,3.78,1.47,40,106,0%,0.00,105.84,0.71,107
6238-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,OIC Thumb-Tacks,Technology,Large Box,Regular Air,2016-02-05,0.71,1.14,0.43,49,26,6%,2.28,23.36,0.70,23
6238-1,2016-10-31,George Zrebassa,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Critical,Steady Pocket Accent Highlighters,Technology,Jumbo Drum,Delivery Truck,2016-11-03,0.93,1.60,0.67,43,82,6%,8.24,74.94,1.29,77
6238-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-03-28,2.50,5.68,3.18,9,256,9%,2.56,253.04,3.60,257
6238-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-03-28,2.50,5.68,3.18,11,256,10%,2.56,253.04,3.60,257
6238-1,2016-12-09,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,Medium,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-12-10,0.71,1.14,0.43,34,26,0%,2.27,22.75,0.70,24
6238-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-05-03,2.50,5.68,3.18,34,246,0%,24.57,221.13,3.60,213
6238-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,2016-05-03,2.50,5.68,3.18,37,256,3%,2.56,253.04,3.60,257
6239-1,2015-08-26,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2015-08-28,4.53,7.30,2.77,37,252,4%,0.00,251.20,7.72,267
6240-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Technology,Small Box,Express Air,2016-09-30,3.84,6.30,2.46,1,330,4%,27.88,219.51,0.50,231
6240-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Pack,Regular Air,2016-09-23,8.82,20.99,12.17,36,63,10%,5.27,56.55,4.81,51
6240-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015-08-31,3.32,5.18,1.86,48,131,6%,4.52,127.72,2.04,129
6240-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 478 Labels,Technology,Jumbo Drum,Delivery Truck,2015-12-21,3.14,4.91,1.77,42,17,0%,1.33,14.55,0.50,16
6240-1,2016-06-11,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2016-06-21,1.09,2.60,1.51,43,36,3%,2.05,33.37,2.40,36
6240-1,2016-05-05,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-05-07,2.29,3.69,1.40,40,130,5%,4.59,127.07,0.50,126
6240-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carltow North",Melbourne,VIC,Corporate,Yvette Biti,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-04-19,2.13,3.49,1.36,48,17,3%,1.96,18.56,0.76,17
6240-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2016-03-28,1.59,2.61,1.02,34,21,0%,0.50,20.36,0.50,21
6240-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-04-03,2.50,5.68,3.18,50,226,6%,2.25,223.16,3.60,231
6240-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 481 Labels,Technology,Small Box,Regular Air,2016-03-28,1.94,3.08,1.14,40,21,3%,0.42,20.46,0.99,21
6240-1,2016-12-22,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2016-12-23,3.14,4.91,1.77,41,33,3%,2.15,20.51,0.50,32
6240-1,2016-12-09,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-12-10,1.59,2.61,1.02,15,21,5%,0.45,20.46,0.50,21
6240-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,2016-09-16,19.78,45.99,26.21,23,23665,2%,707.03,25582.57,4.99,22590
6240-1,2016-10-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,UGen RF Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-10-14,81.59,159.99,78.40,44,6251,0%,49.23,5865.49,5.50,5815
6240-1,2016-02-11,Theones,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-02-21,1.84,2.88,1.04,24,138,5%,9.32,132.76,0.99,130
6240-1,2016-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2016-09-20,13.88,22.38,8.50,50,505,7%,39.31,597.59,15.10,501
6240-1,2015-07-30,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Pack,Express Air,2015-07-31,4.53,7.30,2.77,8,240,10%,2.69,231.01,7.72,241
6241-1,2013-07-26,Crist Tran,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2013-07-28,13.88,22.38,8.50,8,318,1%,3.36,305.04,15.10,309
6242-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan 481 Labels,Technology,Small Box,Express Air,2015-08-30,1.94,3.08,1.14,41,18,5%,0.77,18.15,0.99,19
6242-1,2016-02-08,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,2016-02-09,0.94,1.88,0.94,31,208,0%,26.78,206.61,0.79,262
6242-1,2017-02-01,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2017-02-05,14.95,34.76,19.81,32,461,9%,41.02,453.22,8.22,460
6242-1,2013-09-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Regular Air,2013-09-28,1.98,3.15,1.17,19,2080,0%,39.37,20736.53,0.49,20751
6242-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-02-05,3.84,6.30,2.46,27,214,3%,11.29,213.19,0.50,124
6243-1,2016-06-08,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Medium Box,Regular Air,2016-06-10,2.16,3.85,1.69,33,206,1%,2.40,193.32,0.70,196
6243-1,2016-03-30,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-03-31,1.53,2.78,1.25,2,4,2%,0.04,4.12,1.34,7
6244-1,2015-04-23,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-04-23,278.99,449.99,171.00,33,22050,6%,"2,999.97",20726.54,49.00,20751
6244-1,2016-09-06,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Multimedia Mailers,Office Supplies,Wrap Bag,Regular Air,2016-09-08,99.39,162.93,63.54,18,2726,2%,284.08,2576.79,19.99,2570
6244-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-09-23,2.45,3.89,1.44,5,184,8%,7.95,168.93,7.01,180
6244-1,2015-10-21,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Consumer,Leighton Forrest,Low,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015-10-23,0.24,1.26,1.02,9,133,3%,6.51,127.83,0.70,128
6244-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015-09-05,8.92,29.74,20.82,20,475,6%,29.86,434.76,6.64,439
6244-1,2015-08-27,Edward Becker,"2/313 Bring St,Jeydney",Sydney,NSW,Consumer,Charlie Bui,High,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,2015-08-28,19.78,45.99,26.21,50,2496,7%,49.91,2445.83,4.99,2455
6245-1,2016-11-29,Grant Carroll,"15 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,1.94,3.08,1.14,42,258,4%,23.73,236.33,0.99,248
6245-1,2015-04-18,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015-04-19,8.82,20.99,12.17,12,15,2%,5.95,94.41,4.81,160
6245-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan 48 Labels,Technology,Small Box,Regular Air,2015-07-20,3.84,6.30,2.46,2,219,3%,8.35,211.29,0.50,215
6246-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-05-16,3.52,5.68,2.16,33,130,5%,4.47,126.35,1.39,129
6246-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-10-23,1.94,3.08,1.14,31,14,8%,0.59,13.69,0.99,15
6246-1,2015-11-10,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-11-12,1.59,2.61,1.02,38,119,9%,7.58,116.58,0.50,118
6246-1,2016-05-31,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-06-02,1.94,3.08,1.14,9,114,5%,1.14,117.72,0.99,119
6246-1,2016-11-26,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2016-11-28,13.88,22.38,8.50,33,992,7%,0.00,909.52,15.10,922
6247-1,2016-10-14,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Express Air,2016-10-19,32.02,152.48,120.46,49,2733,3%,142.83,2757.76,4.00,2650
6248-1,2016-06-03,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-06-05,0.94,2.08,1.14,1,4,0%,0.04,4.12,2.56,7
6248-1,2016-04-18,Macca Stiss,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,Office Shears by Apex,Office Supplies,Small Box,Express Air,2016-04-19,0.94,2.08,1.14,8,4,0%,0.04,4.12,2.56,7
6248-1,2016-03-06,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Home Office,Preston Senome,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-03-07,0.94,2.08,1.14,16,4,2%,0.04,4.12,2.56,7
